V_count,A_Day,A_Time,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,6,3,4,0,4,1,1,1,53,12,1
1,3,1,0,0,4,8,3,1,67,1,1
2,2,2,4,0,4,1,4,0,45,1,1
1,3,2,4,0,4,1,3,1,21,1,0
1,4,2,4,0,2,1,3,1,18,1,0
2,0,1,4,3,4,1,1,1,39,13,1
1,5,3,4,0,4,1,1,0,23,1,1
2,1,2,4,3,4,5,1,0,58,1,0
5,6,1,3,0,4,1,1,0,51,1,1
2,5,4,4,0,4,1,1,1,23,10,1
1,0,4,0,0,3,1,1,1,26,10,0
2,1,4,4,3,3,1,1,0,26,1,1
1,4,2,4,0,4,1,3,1,51,2,1
1,0,3,4,3,3,5,3,1,19,1,0
3,3,4,3,0,4,1,4,0,53,1,1
1,1,3,4,0,4,1,3,1,78,1,1
4,3,4,3,3,1,4,1,0,35,1,1
2,4,4,0,3,4,5,1,1,37,1,1
1,5,3,4,0,4,1,3,0,12,1,1
2,4,3,0,3,4,5,1,1,23,1,1
1,0,1,0,0,4,1,3,1,70,2,1
2,4,4,0,0,1,1,1,0,37,1,1
2,1,4,2,0,4,1,2,0,68,0,0
2,6,1,4,3,4,1,3,0,13,1,0
3,2,3,4,0,4,1,1,0,22,1,1
2,0,1,4,0,4,1,1,0,19,1,1
3,6,4,0,0,4,1,1,1,36,1,1
1,3,4,0,3,4,1,3,1,53,1,0
2,0,2,0,3,4,1,1,1,57,12,1
2,4,4,0,0,4,8,1,1,50,4,1
2,6,1,0,0,4,1,0,1,50,9,0
2,3,1,2,3,3,4,1,1,38,1,1
1,1,1,4,0,4,1,3,1,21,13,0
1,1,4,4,0,4,1,3,0,13,1,0
1,6,4,0,2,4,7,1,1,19,10,1
2,4,2,0,3,4,1,4,0,47,1,1
6,5,2,0,0,4,1,1,1,45,1,1
1,2,1,0,0,4,1,1,1,45,1,1
2,1,3,4,3,3,1,0,1,36,1,0
2,4,1,0,3,4,1,1,0,39,1,1
1,6,3,4,3,3,4,3,0,69,1,0
2,0,4,3,3,3,1,4,0,48,1,1
2,2,4,0,3,3,5,1,0,25,1,1
2,0,2,4,0,2,1,1,1,51,1,1
2,5,3,4,0,4,1,1,1,70,11,1
1,2,4,4,0,4,1,3,1,20,1,1
1,0,4,4,3,3,1,3,0,11,1,1
2,3,3,0,3,4,5,4,0,53,1,0
2,5,3,4,0,4,1,1,0,45,1,1
1,0,1,4,3,4,1,1,1,15,12,1
1,1,3,4,3,4,1,3,0,59,1,1
2,3,1,0,3,4,5,1,0,26,1,1
2,3,3,4,0,4,8,1,1,35,1,1
1,2,4,2,0,4,1,3,0,14,1,0
2,4,4,4,0,4,1,1,0,46,1,1
4,0,3,3,0,4,1,1,1,26,1,1
1,3,3,4,0,4,8,3,0,31,1,1
2,0,3,0,0,4,1,1,0,26,12,1
2,3,1,4,3,3,5,1,1,39,1,1
2,5,1,4,0,3,8,1,0,25,1,1
2,6,1,4,3,4,1,1,1,72,1,1
2,5,4,4,3,4,1,1,1,32,13,1
1,0,1,0,2,3,7,1,1,35,10,1
2,6,2,0,0,4,1,0,1,31,12,0
2,2,3,4,0,3,1,4,0,43,1,1
2,3,1,4,0,4,1,1,1,14,10,1
2,2,1,4,0,4,1,1,0,63,1,1
2,4,4,4,0,4,1,1,0,36,1,1
1,0,1,4,0,3,1,4,1,17,1,0
1,3,2,4,0,4,1,4,1,17,1,1
2,2,1,2,3,1,0,1,1,29,1,1
2,6,2,1,3,4,5,1,1,36,2,0
2,1,2,4,0,4,1,1,1,36,1,1
2,1,3,4,0,2,8,1,0,45,1,1
2,2,2,0,3,3,1,1,1,31,1,1
1,0,3,4,0,4,1,3,0,75,1,0
2,5,2,0,3,3,1,1,0,24,1,1
1,4,2,0,0,4,1,3,1,13,1,0
2,2,3,3,3,4,1,4,0,46,1,1
1,5,1,0,0,4,8,3,0,42,13,1
1,0,1,4,0,4,1,3,1,14,1,0
1,0,4,4,0,4,1,1,1,67,9,0
2,0,3,4,0,2,1,0,1,16,5,0
2,3,2,0,3,3,5,1,0,30,1,1
2,5,1,0,0,3,1,4,1,28,1,1
2,2,1,4,3,4,5,1,1,23,9,0
3,4,4,0,0,4,1,4,1,13,1,1
1,1,4,2,3,4,1,3,0,39,1,0
2,1,4,0,0,4,1,1,1,38,12,1
1,3,3,4,0,4,1,3,1,6,2,1
1,4,4,4,0,4,1,3,0,89,1,0
4,0,2,1,3,1,1,1,0,25,1,1
2,4,3,0,0,4,1,1,1,52,1,1
1,6,3,4,0,4,1,3,1,26,1,1
2,6,2,0,0,4,1,0,1,26,12,0
1,1,1,2,0,4,1,3,0,73,1,0
2,6,4,3,0,4,1,1,0,22,1,1
1,4,4,4,3,3,1,3,1,20,13,1
2,6,3,0,0,3,8,1,1,30,1,1
2,6,4,4,3,4,5,1,1,60,1,1
1,6,2,4,0,4,1,3,1,56,1,0
3,5,3,4,0,4,1,3,0,51,1,0
2,3,3,2,3,4,5,2,0,30,1,0
2,3,3,4,0,3,1,1,1,22,10,0
3,5,1,1,0,4,1,1,1,41,2,1
1,2,3,4,0,4,1,3,0,50,1,0
2,1,1,4,0,4,1,1,1,62,1,1
1,3,2,4,0,3,1,1,1,37,1,1
1,1,1,2,0,4,1,3,0,27,1,1
2,3,4,4,0,4,1,1,1,64,1,1
1,3,2,4,0,3,1,1,1,18,1,0
1,3,1,1,3,1,5,1,0,47,1,1
2,1,4,4,0,4,1,1,1,13,5,0
1,4,4,4,0,4,1,3,1,15,1,0
3,3,2,4,0,4,1,1,0,43,1,1
2,0,1,0,0,4,1,1,1,23,1,1
1,5,2,4,0,3,1,1,1,26,1,0
2,3,3,0,0,4,1,1,0,81,1,0
1,4,3,4,0,2,1,0,1,64,12,0
2,4,2,3,3,4,5,1,1,32,2,1
2,6,4,4,0,4,1,0,1,26,10,0
1,5,1,4,0,4,8,3,0,70,1,1
2,5,2,4,0,4,1,4,1,78,0,1
2,4,3,4,0,3,1,1,1,58,4,0
2,6,3,4,0,4,1,1,1,48,1,1
2,5,3,2,3,3,5,1,1,43,12,1
1,5,3,4,0,2,1,3,0,3,1,0
1,6,2,4,1,4,8,1,1,33,10,1
1,2,2,0,0,2,1,3,1,29,1,0
1,2,4,4,0,4,1,3,1,77,2,0
3,6,1,0,0,4,8,1,0,80,1,1
2,6,4,4,3,3,5,4,1,38,1,1
2,6,4,4,0,4,1,4,0,4,1,1
2,0,1,4,0,4,1,1,0,21,12,0
1,3,1,4,3,4,8,1,1,35,10,0
2,3,2,4,0,4,1,4,1,2,1,1
4,5,3,0,0,1,1,2,1,27,1,0
2,3,3,0,3,2,1,0,1,40,12,0
3,6,2,4,0,4,1,1,0,50,1,1
2,3,2,4,0,4,1,0,1,20,12,0
1,1,3,4,0,4,1,3,0,62,1,1
2,0,4,4,0,4,1,0,1,48,9,0
3,6,3,0,0,4,8,4,0,23,1,1
1,2,4,4,0,4,1,3,1,9,1,1
1,2,2,0,0,4,1,3,0,52,1,0
1,3,4,4,0,2,1,3,0,28,1,0
1,4,1,4,0,4,1,3,0,72,1,0
1,1,1,0,0,2,1,3,0,13,1,0
2,6,4,0,3,4,1,1,1,35,10,0
2,1,4,4,0,4,1,1,0,66,1,1
2,4,4,4,0,4,1,3,0,41,1,1
2,0,4,0,0,4,1,1,1,15,5,1
2,4,4,0,0,4,1,1,1,69,1,1
1,6,2,0,0,4,1,0,1,20,9,0
3,2,4,4,0,4,1,4,0,21,1,1
1,3,1,0,0,4,1,3,1,16,1,0
1,2,4,4,3,3,1,3,1,42,1,0
1,3,3,0,0,2,1,0,1,50,1,0
4,2,1,0,0,3,1,4,1,28,9,1
2,6,3,4,0,4,8,1,1,47,12,1
1,1,1,4,0,4,1,3,0,55,10,0
1,2,1,4,3,4,4,3,0,71,1,0
2,0,4,4,3,4,5,4,0,26,1,0
2,3,1,4,0,4,1,1,0,51,1,0
1,2,2,4,0,3,1,3,1,23,1,0
2,1,2,0,0,4,1,1,0,55,1,1
2,1,2,0,0,2,1,2,1,13,1,0
2,5,1,4,0,4,8,1,1,18,5,1
2,0,2,0,0,3,1,1,1,42,1,1
2,2,4,0,3,3,5,1,1,33,1,1
2,0,3,4,0,3,8,1,1,45,13,1
2,6,1,0,3,3,5,0,1,34,12,0
2,3,4,4,0,4,1,1,1,41,12,1
2,0,2,4,0,4,1,0,1,60,1,0
1,5,3,4,0,4,1,4,0,28,0,1
1,3,3,4,0,4,1,3,1,78,0,0
2,2,4,3,3,4,1,4,0,20,1,1
1,2,2,4,0,4,1,3,1,8,1,1
2,5,4,4,0,4,1,0,0,72,1,0
2,3,2,0,0,4,1,1,1,52,12,1
1,6,3,4,3,4,1,3,1,44,1,1
2,0,3,4,0,3,8,1,1,24,12,1
1,6,4,4,0,4,1,3,1,9,13,0
2,1,2,0,0,4,1,4,0,25,6,1
1,3,1,4,3,3,1,3,0,43,1,0
2,3,2,0,0,4,8,4,0,15,1,1
1,1,1,4,0,3,1,0,1,16,5,0
2,2,2,3,3,4,1,1,1,59,1,1
1,4,4,4,1,4,1,1,1,35,1,1
2,5,4,4,0,3,1,2,0,24,1,0
2,3,2,2,3,3,4,1,0,69,1,1
2,1,1,0,0,4,1,1,0,79,1,0
1,5,4,4,1,4,1,3,1,12,1,0
2,2,4,0,3,3,5,4,1,21,1,1
3,3,2,0,0,4,1,4,0,20,1,1
1,1,4,0,0,4,8,1,0,55,1,1
2,0,4,0,0,3,1,0,1,20,12,0
1,6,3,0,0,2,1,0,1,55,9,0
2,1,4,3,0,3,1,4,1,45,1,1
3,1,2,2,0,4,1,1,0,23,12,1
1,1,4,4,0,4,1,1,1,50,1,1
2,5,2,0,0,2,1,0,1,19,1,0
1,1,1,0,0,4,1,1,1,29,5,1
1,0,3,4,0,4,1,3,1,10,1,1
2,1,2,0,0,2,1,0,1,24,1,0
2,2,3,4,3,4,1,1,1,20,1,0
1,4,1,4,0,4,8,4,0,54,13,1
1,2,2,4,0,2,1,3,0,10,1,0
2,0,1,4,0,4,8,1,0,30,1,1
2,2,3,4,0,4,1,1,1,19,1,0
2,2,1,0,3,4,1,1,1,49,13,1
1,1,2,3,0,4,1,1,1,20,1,0
2,0,4,4,3,4,4,1,0,29,1,1
2,0,2,4,3,4,1,1,1,28,1,1
2,6,2,0,3,4,1,4,0,30,1,1
1,6,3,4,0,1,1,4,1,19,1,1
2,4,1,0,3,3,1,1,0,64,1,1
2,4,2,4,0,4,1,1,1,47,12,0
1,1,2,4,0,4,1,3,0,21,1,1
1,2,4,2,0,2,8,1,1,35,2,0
1,3,1,2,0,4,1,3,0,12,1,0
2,1,3,0,3,3,4,1,0,23,12,1
1,6,2,0,0,4,1,3,1,77,0,1
2,6,2,0,0,4,1,0,1,16,12,0
2,3,3,4,0,4,1,1,1,38,12,0
1,5,3,4,0,4,1,3,0,42,1,0
2,1,2,0,0,4,8,1,1,80,1,1
2,3,1,4,3,4,1,1,1,28,1,1
1,0,2,4,0,4,1,1,1,44,12,0
2,2,1,4,0,4,1,1,1,66,1,1
2,2,1,2,3,1,0,4,0,29,1,1
2,5,1,4,3,4,1,1,1,54,12,0
2,2,1,0,0,4,1,0,1,48,12,0
1,5,4,4,0,4,1,3,1,13,2,0
1,2,4,4,0,4,1,4,1,26,2,1
1,4,1,4,3,3,4,3,0,27,1,0
2,4,4,4,0,4,1,1,1,22,1,1
2,1,3,4,3,4,5,0,1,40,10,0
3,6,1,3,0,4,1,1,0,22,1,1
1,1,1,4,0,4,1,3,0,26,2,1
2,5,4,3,3,4,1,1,0,45,1,1
2,2,1,4,0,3,1,1,0,50,1,1
1,2,1,4,0,4,1,4,1,11,0,0
1,2,4,0,0,4,1,3,1,85,1,1
3,0,1,4,0,2,1,0,1,28,2,0
2,6,1,4,0,4,1,1,1,33,12,1
2,2,3,0,0,1,1,3,1,20,1,0
2,2,1,0,0,4,1,1,1,15,12,0
1,2,4,0,0,4,1,3,0,41,3,0
1,2,4,0,0,3,1,2,1,18,1,0
4,3,3,0,0,4,1,1,1,68,12,0
1,1,2,2,0,4,1,3,1,9,1,0
3,6,3,4,2,4,8,1,0,38,1,1
1,2,2,0,0,4,1,3,0,34,1,0
1,4,3,0,0,4,1,3,0,14,1,1
2,4,1,0,0,4,8,1,1,38,12,1
1,6,4,4,0,2,1,3,0,23,1,0
3,0,2,3,0,4,1,1,1,36,2,0
2,0,4,2,3,3,1,4,1,20,1,1
3,4,1,4,0,4,1,0,1,32,8,0
1,5,4,4,0,4,1,3,1,6,1,1
2,0,3,4,0,4,1,0,1,29,12,0
3,2,4,0,0,4,8,1,0,51,1,1
2,4,2,0,0,4,1,1,1,32,12,1
3,4,4,3,0,4,1,1,0,29,1,0
1,1,1,4,3,3,1,3,0,20,1,0
2,2,4,0,0,4,1,1,1,27,9,1
1,2,1,3,0,4,1,1,0,43,1,0
2,4,3,2,0,4,1,1,0,14,12,1
2,2,3,4,0,3,1,1,1,21,10,1
2,2,1,3,3,4,1,1,0,24,1,1
2,2,4,4,0,4,1,4,0,18,1,1
2,3,1,4,0,4,1,1,1,27,12,0
1,3,4,4,0,4,1,3,0,85,7,0
2,6,1,0,0,4,1,1,1,34,12,0
3,1,2,0,0,4,1,1,0,53,1,1
3,3,2,4,0,3,1,2,0,23,1,0
2,1,2,0,0,4,1,1,1,12,12,0
2,1,1,4,3,4,1,0,1,20,10,0
2,0,1,4,0,4,1,1,1,27,1,0
1,4,4,0,0,4,1,3,0,24,3,0
3,2,2,4,3,4,5,1,1,64,1,0
1,0,1,4,0,4,1,3,1,8,1,0
1,1,2,4,0,4,1,3,0,70,1,0
2,5,3,0,0,4,1,1,0,26,1,1
2,5,1,4,0,4,1,4,0,21,1,1
4,2,2,3,0,4,1,1,1,33,1,1
1,6,1,0,0,4,1,1,1,43,9,0
1,5,4,4,3,1,5,1,1,18,1,1
2,3,2,0,0,4,1,4,0,34,1,1
2,2,3,4,3,3,5,1,1,24,10,1
2,6,4,3,0,4,1,4,1,31,1,1
3,4,1,0,0,4,8,1,1,20,1,1
3,4,4,4,0,4,1,1,1,62,1,1
2,3,4,4,0,4,1,1,0,30,1,1
1,3,3,3,0,4,1,4,1,18,1,1
2,2,2,0,0,3,1,4,1,29,1,1
2,6,2,4,0,4,1,1,0,28,1,1
2,6,4,0,3,3,5,0,1,55,8,0
1,5,2,0,0,4,1,3,0,81,1,0
1,1,3,4,0,4,1,3,1,5,12,1
2,4,4,4,0,3,1,1,1,27,1,1
2,3,2,0,0,4,1,4,1,83,1,1
4,0,2,1,3,4,1,4,0,7,1,1
2,6,4,3,0,4,1,4,1,31,1,1
2,6,3,0,0,4,1,1,0,51,1,1
1,4,1,4,0,3,1,1,1,24,10,0
2,1,4,2,0,4,1,0,1,40,12,0
2,0,2,0,3,3,1,0,0,48,12,0
2,1,1,0,0,4,1,4,0,30,1,1
2,0,3,4,0,4,1,0,1,17,10,0
2,4,4,0,0,4,1,1,1,56,12,1
1,3,1,4,3,4,1,3,1,28,1,1
1,4,1,4,0,4,8,3,0,14,1,1
1,5,1,0,3,4,1,3,0,52,1,1
1,0,4,4,0,4,1,3,0,10,1,1
4,0,1,3,0,4,1,1,1,25,1,1
1,0,1,0,0,4,1,3,0,51,2,0
2,2,2,4,0,4,1,0,1,33,12,0
2,3,1,0,0,4,1,1,0,29,12,1
2,1,1,4,0,4,1,4,0,6,1,1
2,5,4,4,0,4,1,1,1,28,12,0
1,2,1,4,0,2,1,3,1,27,1,0
2,4,4,0,3,4,5,4,1,17,1,1
2,0,1,4,0,4,1,1,0,28,1,1
2,4,3,0,3,4,5,0,1,23,10,0
2,1,1,0,0,4,8,1,0,31,1,1
1,5,3,2,0,4,1,3,0,71,1,1
1,0,3,4,3,4,1,1,1,57,12,1
3,6,1,4,0,4,1,4,0,85,1,1
2,5,3,0,0,4,1,0,1,42,9,0
2,2,2,4,0,3,1,4,0,41,1,1
2,4,2,3,0,4,1,1,0,23,1,1
2,1,2,4,0,4,1,1,0,52,12,0
1,3,3,4,3,4,1,3,1,28,1,1
1,1,1,0,0,4,1,1,1,43,12,1
2,3,2,0,0,4,8,1,0,40,1,1
1,2,2,3,3,3,7,1,1,48,1,1
1,6,4,4,3,3,3,1,1,25,1,1
2,2,2,4,0,4,1,1,1,65,12,1
1,4,2,3,3,4,0,1,1,43,3,1
1,2,4,4,0,4,1,1,0,80,1,0
3,6,2,0,0,4,8,4,0,83,1,0
1,6,1,0,3,3,1,0,1,28,1,0
3,6,1,3,0,4,1,1,1,50,2,1
2,5,2,0,0,4,1,1,0,32,1,1
2,3,3,4,0,3,1,1,0,58,1,1
1,4,3,4,0,4,8,3,0,20,1,1
2,5,2,4,3,3,5,4,0,3,1,1
1,0,1,4,0,4,1,3,0,76,3,0
2,3,4,0,0,4,1,4,0,38,1,1
1,6,3,4,0,4,1,1,1,38,9,0
1,3,3,3,1,2,1,2,1,54,6,0
2,5,3,0,0,4,1,1,0,38,1,1
2,0,2,4,0,3,1,4,0,66,13,1
1,5,4,4,0,4,1,3,1,9,1,0
1,6,2,2,0,4,1,3,0,7,1,1
1,2,2,4,3,3,5,3,0,60,1,0
2,3,3,4,3,4,5,1,1,53,9,1
1,4,2,4,0,4,1,1,1,81,1,1
1,1,4,4,0,4,1,3,0,8,1,0
2,6,3,4,3,4,5,1,1,36,1,1
3,6,2,3,0,4,1,1,1,52,1,1
2,0,1,0,3,4,0,1,0,38,1,1
3,4,1,0,0,1,1,1,1,31,1,1
2,1,2,4,0,4,8,4,1,6,1,1
2,5,4,4,0,4,1,1,1,48,2,1
2,5,2,4,0,4,1,4,0,46,1,1
2,2,3,4,0,4,1,4,0,13,13,1
2,5,4,4,3,3,1,1,0,46,7,1
2,3,1,4,0,4,1,1,1,43,12,1
3,6,2,0,0,3,1,1,0,65,1,1
1,2,3,4,0,4,1,3,0,7,1,1
3,4,3,4,0,4,1,1,1,64,12,0
1,2,3,0,3,3,5,3,1,20,1,0
2,4,3,0,3,3,1,4,0,60,0,1
1,0,2,4,0,3,1,3,1,31,1,0
2,4,1,4,0,4,1,1,1,59,2,1
4,3,3,3,3,1,4,4,0,3,1,1
3,6,2,4,3,4,5,1,1,70,1,1
2,3,1,4,3,4,1,1,0,37,1,1
1,5,1,4,3,4,5,3,1,28,1,1
1,2,4,0,0,2,1,2,0,7,2,0
2,5,4,0,0,4,1,1,1,57,12,1
1,0,4,0,0,4,8,4,1,1,0,1
2,2,1,4,0,4,1,4,0,19,1,1
3,5,2,4,0,2,1,0,1,31,1,0
3,6,1,0,0,4,1,1,1,41,9,1
4,0,4,1,3,4,1,1,1,23,1,1
5,6,3,3,0,4,1,4,1,31,1,0
2,3,3,0,0,4,1,1,1,57,1,1
2,3,1,0,0,3,1,1,1,27,1,1
1,1,4,4,0,3,1,3,1,12,1,0
1,0,1,4,0,3,1,3,0,29,0,0
2,2,3,0,0,4,1,4,0,52,1,1
2,3,1,4,3,4,1,4,1,6,1,1
2,6,1,2,3,4,1,4,0,55,1,1
2,2,3,4,3,3,5,1,1,23,12,1
1,2,3,3,0,4,1,1,1,45,1,1
2,2,3,4,3,3,1,1,1,24,10,0
1,2,1,4,0,4,1,3,1,41,0,0
1,6,3,0,0,3,1,3,0,30,1,0
2,1,1,2,0,4,1,1,1,38,12,0
2,4,1,4,0,4,1,1,0,62,1,1
1,5,2,4,0,3,1,1,1,20,10,0
2,1,2,0,0,4,8,1,1,39,1,1
4,0,1,1,3,4,1,1,1,27,1,1
1,0,3,4,3,4,5,1,1,53,12,0
1,2,2,4,0,3,1,4,1,32,1,1
2,4,1,4,0,4,1,4,1,8,1,1
5,3,1,4,3,4,5,4,1,28,1,1
1,2,4,4,3,3,1,3,0,30,1,1
1,4,2,4,0,4,8,3,1,32,0,1
2,4,1,0,0,4,1,1,1,49,2,1
2,3,1,4,0,4,1,1,1,19,10,1
2,5,1,4,0,4,8,4,1,19,1,1
1,1,3,4,3,4,1,1,1,28,12,1
2,3,3,4,3,3,5,4,0,39,1,1
1,5,2,0,0,4,1,4,1,3,0,1
1,3,4,4,0,4,1,3,0,68,1,0
1,2,2,4,0,4,1,4,1,25,2,1
2,4,2,0,0,4,1,0,0,42,12,0
2,2,2,0,0,4,1,4,1,85,0,1
2,6,2,4,0,4,1,1,0,51,1,1
1,1,2,4,0,4,1,3,0,67,1,0
4,0,4,1,3,4,1,4,0,13,1,1
2,4,4,4,3,4,5,0,1,55,1,0
2,5,2,4,3,4,1,1,1,53,10,0
2,4,1,0,0,4,1,1,0,35,12,1
2,0,2,4,0,4,0,1,1,21,12,1
3,3,1,0,0,4,1,1,1,45,12,1
2,2,4,4,0,4,8,1,1,18,1,1
1,2,1,2,3,3,1,3,0,85,1,0
2,5,2,4,0,4,1,0,1,21,10,0
1,2,3,4,0,3,1,3,1,35,13,1
2,5,2,4,0,4,1,4,0,58,13,1
1,3,1,4,0,4,1,1,0,52,1,1
2,0,2,0,0,2,1,0,1,24,12,0
2,6,2,4,0,4,1,1,1,14,12,1
4,6,2,4,0,4,1,4,1,6,1,1
2,0,3,4,0,4,1,1,1,52,1,1
1,3,3,4,3,3,1,3,1,42,1,1
2,0,3,4,0,4,1,1,0,80,1,0
2,2,3,4,3,4,1,1,0,39,1,1
3,4,2,0,0,4,8,4,0,21,1,1
2,1,4,4,3,4,1,4,1,46,1,1
1,4,3,4,0,4,1,3,1,12,1,1
2,5,1,4,3,4,1,4,1,14,12,1
2,4,4,4,0,4,1,4,1,25,1,1
2,6,3,0,3,4,5,1,1,48,1,1
1,2,4,0,0,4,1,3,1,25,1,0
1,4,4,4,0,4,1,3,0,7,1,0
1,4,3,4,1,4,5,4,0,18,1,1
4,0,4,3,0,4,1,4,0,20,2,1
2,5,3,4,0,3,1,1,1,38,12,0
2,2,4,2,0,4,1,0,1,20,10,0
2,6,2,4,3,1,1,1,1,73,1,0
2,6,1,0,3,4,1,0,1,79,10,0
3,2,2,0,0,4,1,1,1,47,9,1
1,5,3,4,0,4,1,4,0,30,0,1
2,0,4,0,3,4,5,1,1,48,12,0
3,4,2,4,1,4,6,1,1,30,1,1
2,6,4,4,3,1,1,0,1,51,12,0
2,1,3,0,0,4,1,1,1,59,12,1
1,2,3,4,0,4,1,4,0,50,0,1
2,3,4,4,0,4,1,1,1,42,1,1
2,5,4,4,3,4,8,3,1,17,1,1
2,0,2,4,0,4,1,2,0,61,10,0
2,0,1,4,0,4,1,1,1,24,12,1
3,3,3,4,0,3,1,2,1,24,1,0
1,4,1,4,0,4,1,3,1,31,3,1
3,6,2,0,0,4,1,1,1,28,9,1
3,3,1,0,0,4,1,4,0,32,1,1
3,4,2,0,0,4,1,1,1,53,2,1
1,2,3,4,0,4,1,3,1,80,1,0
3,6,1,4,0,4,1,1,1,55,1,1
